gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
Serpine1	4.605057506296388	7.3119319578658795	10.939118018123336	1.871620539453689e-06	0.0004961809129933398	5.675063350450705
Map1b	2.036355453362531	5.402049918619143	10.920921543852144	1.8977485924970355e-06	0.0004961809129933398	5.677174489467278
Sell	2.2483297968453284	4.105360327227342	10.784933577675051	2.1062707818006374e-06	0.0004961809129933398	5.576376632002502
Olr1	3.922159135820331	1.5472011144191666	10.767500907734615	2.1347851302325774e-06	0.0004961809129933398	5.342291744156595
Tmem173	2.217776601699282	3.300166334414274	10.73807180308068	2.1838945881330805e-06	0.0004991255857071896	5.534926045131831
Hilpda	3.425834005053841	3.538166001654264	10.705466281913823	2.239767085682657e-06	0.0005037698349860833	5.514511283414487
Ripk3	2.96877857510227	2.3453012653527607	10.682144604896761	2.2806993598126463e-06	0.0005049610926335188	5.429692620207824
Srgn	3.45671400458557	6.775427546460515	10.634668544301338	2.366603281192247e-06	0.0005074568740802561	5.460730521106532
Mcemp1	3.300058887312849	2.293243621990046	10.61703875098994	2.3994079437810274e-06	0.0005074568740802561	5.376742745166815
Havcr2	4.141494666872909	2.5368928030127242	10.578159432171521	2.473542557175171e-06	0.0005087833900004906	5.375261937111648
Trem3	4.62133777763861	-0.28467148732345504	10.482778786223488	2.6663611202067086e-06	0.0005303220827016501	4.48096349029748
Thbs1	4.071861810914333	7.895272390541575	10.469428457619948	2.694649961504503e-06	0.0005303220827016501	5.303146955257855
Nop56	1.5777853377152722	5.265241899380548	10.361097440199009	2.936851821944517e-06	0.0005374690006709638	5.240261461027375
Cd24a	3.0390632905593016	4.4962551494330985	10.358023862723671	2.944065611174892e-06	0.0005374690006709638	5.240793418287266
Arg2	3.5580588992380617	1.3627358617716319	10.35407459232744	2.9533634183249735e-06	0.0005374690006709638	5.021948528616102
Il1rn	4.738010398231884	3.0025366281731714	10.351879671289394	2.9585449578218194e-06	0.0005374690006709638	5.233882382182828
Acsl4	1.9997739903408078	5.638154764678986	10.332670586950723	3.0043225206018666e-06	0.0005388765837585879	5.21930804746725
Ptpre	2.2139315544019285	3.693237300696302	10.299303597506263	3.085710847180391e-06	0.0005398089222783475	5.2006570089874895
Psat1	2.9607349322440486	3.432090194017949	10.234053299027394	3.251997284463207e-06	0.0005541444125456276	5.149196629326388
Aldh1a3	3.4578957204565857	2.072321599512549	10.211703177944171	3.3112106934812302e-06	0.0005541444125456276	5.054423994533263
Atp8b1	1.5935743107829214	4.888361078264975	10.195291254098196	3.3554496049924846e-06	0.0005541444125456276	5.106674921808102
Kit	2.7445416139346315	2.7722374465431696	10.192443809829028	3.3631912123446697e-06	0.0005541444125456276	5.101943335788407
Trpv2	1.9955456665089337	3.428642049753824	10.147415343227529	3.4882726357666623e-06	0.0005616911732819728	5.080388648424223
Ncf2	2.1322617536230997	4.649255718876525	10.116347507508266	3.577565385734632e-06	0.0005641730799752613	5.043909178921041
Chil3	5.012777581036005	4.785410970041877	10.058993205074907	3.7491126001557717e-06	0.0005641730799752613	4.995645199176206
Galnt6	2.9113156624804075	1.9481578486403586	10.044651991945623	3.7934130286951627e-06	0.0005641730799752613	4.914136843973742
Itgam	2.9242853204873986	6.039328527155581	10.038952823990137	3.811178083847464e-06	0.0005641730799752613	4.985000404801983
Dhrs9	2.890150758650855	2.588883800925396	10.004732304375947	3.919798159118019e-06	0.0005641730799752613	4.946617223871009
Samsn1	4.72448883579183	2.609840288099042	10.000251570600202	3.9342717662107715e-06	0.0005641730799752613	4.944319769349134
Slc16a3	3.6506573458033977	4.223937986230626	9.983808981789812	3.987891942591827e-06	0.0005641730799752613	4.939769608398976
Fam107b	2.022700624081541	4.617193228924902	9.96118075020216	4.063007090428988e-06	0.0005644393183468505	4.916132944736999
Actn1	2.2890320560679545	5.059024389233438	9.843048759342036	4.481383000873735e-06	0.0005935943139860179	4.814108670418971
Baz1a	1.7565472446465122	4.992672520188246	9.842795832540595	4.4823282707483355e-06	0.0005935943139860179	4.81410640075932
Runx2	3.079756912388203	1.628373907717939	9.779605175841699	4.725533703241641e-06	0.0006073923208136721	4.6676394251700115
Tgif1	2.516633605506505	2.6225409756637226	9.771447454649364	4.757977954150854e-06	0.0006073923208136721	4.763998082128081
Asns	2.4684541035038423	3.163377278280918	9.732400662862045	4.9167132214172885e-06	0.0006113494129568852	4.743380798241947
Ccl2	4.141531467384807	4.99689489801162	9.715162185712344	4.988643531794078e-06	0.0006113494129568852	4.705729654360473
Fgr	3.947656355358399	2.542511096921844	9.680088207042354	5.138606302354942e-06	0.000614543001266486	4.6868972177384975
Smim3	1.7142067382884005	4.144498618216507	9.65532933787888	5.247458316647756e-06	0.000614543001266486	4.665237082862866
Fxyd5	2.434768008844817	5.209571425320865	9.64353843987451	5.300188825462832e-06	0.000614543001266486	4.644168296782172
Clec5a	3.607546974384196	2.588867836192548	9.621781174389223	5.399031348179008e-06	0.000614543001266486	4.641775600485769
Hp	2.2393775797291555	4.500971255262309	9.621599044627969	5.3998672912210805e-06	0.000614543001266486	4.63034299215665
Rgs16	2.8094659504259596	1.5538448207498117	9.619138249812933	5.411175904957747e-06	0.000614543001266486	4.534908555444824
Cd80	2.492002085955283	3.253976838427764	9.60802996218189	5.462550299861513e-06	0.000614543001266486	4.639658026980009
Ptx3	3.3197250746553997	2.939857627454233	9.607603789439336	5.4645319802101085e-06	0.000614543001266486	4.638897400307241
Mcam	1.7915115605253984	5.823781906361021	9.597936596106974	5.5096975740503085e-06	0.0006147434222385265	4.610600040222381
Tpm3	1.9173508851463117	6.925711704213296	9.58073556392894	5.591083144862691e-06	0.0006189503762711276	4.615205922836736
Sh2d5	4.4801081824972435	1.3383017719130355	9.483252468572466	6.078112812365122e-06	0.0006429377908420772	4.3946905031058225
Gnl3	1.82194822500739	4.725603213473249	9.477323883401912	6.109206617754229e-06	0.0006429377908420772	4.502234528251108
Ptbp1	1.6454407599316339	5.380299425366799	9.388933218110827	6.594211089867635e-06	0.0006870586113487087	4.423041359667163
Csf2rb	2.8968577859420463	4.274743825408239	9.35913724387273	6.767149505944822e-06	0.0006948532308132023	4.4058419900571515
Mak16	1.549187704669543	4.397625862871044	9.350850196909164	6.816132609953079e-06	0.0006948532308132023	4.396164424915916
Ppp1r18	1.7548392670566648	4.67118206322395	9.335451204550996	6.908194323803854e-06	0.00069920795405929	4.378015100195725
Iqgap1	1.8603877163094742	7.4902001240636125	9.289145507918722	7.193389374832969e-06	0.0007029757530414429	4.370406892382158
Tfpi2	3.2211900926335075	2.018936995825607	9.289132544917766	7.193471008539819e-06	0.0007029757530414429	4.334664716957073
Tuba1c	1.8429357477193982	6.16104702845767	9.271327056890666	7.30657000866965e-06	0.0007034624862157143	4.331823205747186
Tnc	4.748864404696063	6.001649094281962	9.267976858848883	7.328068508396941e-06	0.0007034624862157143	4.325132852008505
Klhl6	2.182447808183934	4.065216252965669	9.264975891051309	7.347385177129549e-06	0.0007034624862157143	4.327355598947082
Klra2	3.0040033966605932	2.0863011679984247	9.254186521378358	7.417299339793609e-06	0.0007053901452676204	4.311602754732349
Coro2a	2.42551951039975	1.3465425275051541	9.241571872000717	7.4999724583856965e-06	0.0007070349533734518	4.211252937121643
Tlr2	2.317616763453854	4.157682478142891	9.236365696627656	7.5343879999570375e-06	0.0007070349533734518	4.299677781910736
Plaur	3.8907963882419905	3.4263919496904602	9.201675142749615	7.768203339841605e-06	0.0007210143271338891	4.2876930190603915
Nifk	1.5656573363375097	4.891085832582632	9.190199649106614	7.847299664547823e-06	0.0007210143271338891	4.245662839601584
Slc7a2	2.339436712628517	4.001322087221201	9.182613483367566	7.900075425939844e-06	0.0007210143271338891	4.255676623036782
Itgax	3.1699178387966125	2.195965161691512	9.131520921605377	8.265872939246453e-06	0.0007366504374158631	4.217135060049831
Frrs1	2.009200994615876	3.0728186767899954	9.096247070656181	8.529295955024943e-06	0.0007425152491855462	4.201701941187335
Ugdh	1.7949690934764053	5.004346103993764	9.088286838456089	8.590013333582652e-06	0.0007425152491855462	4.15266798162005
Selplg	1.975981675685623	4.206418400377176	9.086422232462358	8.604304522229474e-06	0.0007425152491855462	4.1638384788487475
Cnr2	2.190706896201249	2.011706227161336	9.080990617043414	8.646084411828874e-06	0.0007425152491855462	4.162447200238822
Slc30a4	1.6616338871813872	5.617933641211161	9.063232306233209	8.784248711581814e-06	0.0007453373942864183	4.133404985625122
Gdf6	3.1858033256548093	0.7570649587516792	9.051126593445222	8.879828056891372e-06	0.0007453373942864183	3.947439896545225
Bst1	2.751629619120692	2.97724303083964	9.03969913106663	8.97110451919143e-06	0.0007477679472761328	4.153084531908867
Flt3	3.312658319799333	-0.3883826020285081	9.018687681321722	9.141642415723351e-06	0.0007531225176209296	3.5647382848632727
Pilra	3.358895435203255	3.0490847825176073	8.95827813183209	9.652172150435534e-06	0.000781550167838123	4.0797270621754045
Apobr	2.773504087997642	2.3182511904054737	8.94533986789591	9.76555120528243e-06	0.0007818874872945998	4.064260935070266
B3gnt5	4.202764158263193	1.6789605686239188	8.932442136010426	9.880036838665607e-06	0.0007821235866139198	4.00825331531597
Arg1	6.671930264146843	4.831417755223922	8.840659738928172	1.0738730099206154e-05	0.0008182321272669703	3.925656190663805
Angpt2	2.5018533997142356	3.5792557299883736	8.833300162402491	1.081106422601615e-05	0.0008182321272669703	3.9517356264448225
Mob3a	1.6278252908555064	3.9094982717419677	8.823251762758858	1.0910693458392972e-05	0.0008182321272669703	3.931303750078272
Btg1	2.20647134972768	5.689496587168585	8.820396563577168	1.0939186710263364e-05	0.0008182321272669703	3.910411464378968
Eif4a1	4.001413586077488	6.4118160904066634	8.814924955393142	1.0994019470162207e-05	0.0008182321272669703	3.9248972430748896
Tlr6	2.510069601159514	2.023146986190764	8.800021785590808	1.1144909853565833e-05	0.0008190888688232702	3.9246773264307198
Fgd3	1.883499243824331	3.0578970171902626	8.79843705696407	1.1161088444593685e-05	0.0008190888688232702	3.9354950157121493
Nek6	2.3185006399040065	4.257342026672587	8.75963019303793	1.156545284156665e-05	0.0008190888688232702	3.8613391696017825
Cyp4f18	3.142347268702146	2.6376204612441096	8.743124994787058	1.1742302186135053e-05	0.0008190888688232702	3.8911449160196936
Cytip	3.232994323216139	4.016680231572478	8.737952087990514	1.1798339830340694e-05	0.0008190888688232702	3.8483336958598766
Ly6c2	4.161018809998082	1.2735449662500864	8.736645369932114	1.1812541928673001e-05	0.0008190888688232702	3.7960529103148595
Cep170	1.5924548544743633	5.7418717920385385	8.710150437072349	1.2104600850355416e-05	0.0008246259329304628	3.807881359089965
Nes	1.6051631840363534	5.819333893393133	8.675822087360133	1.249489547173355e-05	0.0008374040709248359	3.777077283276882
Pik3r5	1.88108430697267	3.2609197316230123	8.674001599385178	1.2515976810843962e-05	0.0008374040709248359	3.815364711303796
Atp6v0d2	3.97641267529972	0.1417775208158083	8.672916776277392	1.2528557730138688e-05	0.0008374040709248359	3.5030673741425584
Glis3	2.5209543260115206	2.593306476488578	8.601590506189849	1.338710472805139e-05	0.0008699754820259913	3.7630629340232513
Snhg4	3.690148155887852	-0.35826653390878704	8.585899057451472	1.3584548362489237e-05	0.0008699754820259913	3.2803880998656307
Ptpn7	2.240104114371507	2.1847642843327937	8.577525929713625	1.3691216125038537e-05	0.0008699754820259913	3.7362111299470113
Lilr4b	5.057780221643907	1.4084142195855573	8.556426453122118	1.396411933942636e-05	0.0008833552278556764	3.6622360746806066
Rhoc	1.5870347539128158	6.167010291295393	8.52216720655601	1.4420072587523307e-05	0.0008943687149160003	3.6406518070635165
Pygl	2.1594965202449425	4.514367343865482	8.507354924434111	1.4622259859873355e-05	0.0008967873240612883	3.6147471895494396
Itgb2	2.0486277375066217	5.291642216722216	8.499330993538738	1.4733087371188073e-05	0.0008967873240612883	3.599707014886996
Ms4a8a	3.7089608241516085	1.063422732818295	8.483560479582234	1.4953615019903829e-05	0.0009055244650941763	3.5552636234713777
Itgb3	2.03806304474353	3.3208415043995325	8.476858412382748	1.5048431224391242e-05	0.0009073883848920166	3.6280633111105924
Fcgr2b	2.1893927672885187	5.723698284721484	8.456361943818841	1.5342529860734207e-05	0.0009212018988415411	3.564354244781738
Dpep2	2.639688210289016	2.37875756576324	8.442308681771406	1.5547828977287262e-05	0.0009238102836682373	3.6170035398458307
Inhbb	2.8489232975095655	3.3403692044971915	8.438556103246647	1.5603159005465857e-05	0.0009238102836682373	3.590817012396272
Pop1	1.6434713895870239	2.7314261658139953	8.42653837041289	1.578181769148208e-05	0.0009238102836682373	3.5995309195553453
Tsku	2.212395537174198	2.995323045156002	8.41994493268233	1.5880792589753876e-05	0.0009238102836682373	3.5861408137233717
Plek	3.1534455183810968	6.34264484278077	8.41399504558302	1.5970693411644128e-05	0.0009238102836682373	3.5426191443281976
Rnf149	2.4177057237882225	4.493884788601536	8.409569813316024	1.603792023870052e-05	0.0009238102836682373	3.520345292352495
Spint1	5.62032653100464	-1.086638101882361	8.400882110758172	1.6170808581435026e-05	0.0009276937554612726	2.878010099091264
Tlr13	3.3288506565452134	5.256772277055502	8.380424049740625	1.648854788005079e-05	0.0009345708938412789	3.483599247677306
Lcp2	2.0912166871479756	3.725018074926585	8.337760379667309	1.717349430152217e-05	0.0009656683105260681	3.4772495734886855
Tnfrsf26	2.957012433883542	2.4880904116724354	8.312739921003443	1.7589705816186005e-05	0.0009736177008412332	3.4964792843515937
Rtn4	2.267513203353616	7.32886513190563	8.297281343950758	1.785239420060113e-05	0.0009819816837384001	3.466600323793247
Evi2b	2.529640737401496	2.5372264450913744	8.290880087763883	1.7962431685476955e-05	0.0009827322663444342	3.4753684350775504
Adam12	3.8497667801518505	3.6380542477385522	8.24253217574497	1.881803028840749e-05	0.0009986879414937782	3.3880844347783547
Adamts4	3.5226720671183864	3.9571587847628615	8.222844638435287	1.917919164269021e-05	0.001004286510450974	3.354637492240789
Cd53	3.4434034049383735	6.019126471479219	8.222644693683474	1.918289843629029e-05	0.001004286510450974	3.3431566239261974
Msn	1.8781752910829281	8.428898091014373	8.221351563595269	1.9206890919704586e-05	0.001004286510450974	3.411061172597498
P2ry13	2.266413269389452	2.4391163538908978	8.189417525108485	1.980998288386352e-05	0.0010207543907794403	3.3805125673508005
Igsf6	2.6599539352416053	3.8618034630350317	8.16949029048983	2.019685228859169e-05	0.0010294582623357705	3.305859330491094
Abcg1	1.3050399429720847	4.138924485483369	8.160109043338895	2.0381849989676368e-05	0.0010351642091530973	3.2851048419552047
Slc39a6	1.707541192593503	3.6502225655689085	8.141759746723922	2.0749105943871844e-05	0.0010500529686595142	3.2880405968265736
Sh3bp2	1.7078656057924162	3.0500549946188835	8.125859993612334	2.1073222282719794e-05	0.001058892055837374	3.3008534384712718
Slc39a10	1.6271148938075095	4.86730831366201	8.119578070932683	2.1202809581522583e-05	0.0010616389108486749	3.225438385302347
Id2	2.7146411347025285	4.213230176771006	8.111909017941786	2.1362200185942153e-05	0.0010624914425773839	3.2341898994128835
Apbb1ip	1.8370762540099141	1.76044684068038	8.111544942867193	2.1369799656637573e-05	0.0010624914425773839	3.2956411444518396
Treml2	2.8215246697751577	1.50723890851912	8.07765022104485	2.2090484272899715e-05	0.0010760920220007177	3.2491945323122833
Apln	2.313528521272074	4.12648902786376	8.073818780718494	2.217361625143889e-05	0.0010760920220007177	3.199040023973568
Gm49339	4.0112727169495805	4.856163742225533	8.066798958330075	2.2326821063388217e-05	0.0010760920220007177	3.1722574677591977
Hif1a	1.7149331183296237	7.5800471779465255	8.05563635600766	2.2572841660470746e-05	0.0010842615807758321	3.2396670905682194
Lyst	1.703165917085494	5.940598909660373	8.048344365152756	2.2735163131732483e-05	0.0010883691269481393	3.1658159909978068
Tnfsf14	3.130240373742528	0.7921721410798062	8.017028789479859	2.3446987439486764e-05	0.0011074793733917582	3.116209202121313
Mthfd2	1.9245394286664292	2.9748649601147217	8.004148451615917	2.374684430181927e-05	0.001110537240121383	3.1842585463758226
Procr	2.713677451095894	1.3991464027065292	7.996855868460069	2.391848354133931e-05	0.0011148845782262436	3.167217244355858
Gpr141	3.353552057115435	1.8266828332454224	7.9894327622566665	2.409459578889085e-05	0.0011162201377451528	3.1845030030916224
Rdh12	5.537682930850326	-1.20902435958352	7.985709880107545	2.418345675989851e-05	0.0011162201377451528	2.551434023217893
Pira2	2.849316135432177	1.8225531152770829	7.977339701975507	2.4384561149242232e-05	0.0011182175776205904	3.1729678299667983
Serpina3i	1.9830562471014157	1.3953884105786534	7.9694475909123765	2.457586340183847e-05	0.001119611939432908	3.1418065726526887
Sirpb1b	4.489391269813046	1.5579393967394544	7.949607526259898	2.5064103333526475e-05	0.0011274868070986353	3.134581728756028
Ncf1	1.9974953110158231	4.951273640470615	7.936978413589688	2.5380435899013446e-05	0.001134513491132557	3.0386487227209376
Rab15	2.5063549242956573	1.4001245192284528	7.9334134577358935	2.547052241060642e-05	0.0011349600709380282	3.1090080977926062
Slc11a1	2.7789852033281313	3.370736039291961	7.915510290811587	2.5928279611429923e-05	0.0011374728238203158	3.075370675390996
Emb	3.414858864638302	3.939534570629088	7.8830918328915445	2.6780343498228245e-05	0.001171226751141649	3.013109492083796
Igfbp3	2.9021986491743537	5.377749183590719	7.86784757923049	2.719160539802123e-05	0.0011855539953537257	2.968093816647283
Il7r	3.3197392378616954	1.8448577026553814	7.848042520626777	2.7736304143843564e-05	0.001201906512899888	3.050671600308231
Hk3	2.5952050118436256	2.7611570433159494	7.838928722389671	2.7990977770272925e-05	0.0012080333733296559	3.029150153063508
C130050O18Rik	2.3970303612419706	0.8011738265007802	7.834191899415407	2.8124355700676406e-05	0.0012080333733296559	2.9562651399032287
Rab32	2.9953741431580605	2.7686370813180976	7.833869753933946	2.8133451884176884e-05	0.0012080333733296559	3.0237482645761977
5430427O19Rik	2.7924112485624937	1.781462992318961	7.827685485540649	2.830870032921486e-05	0.0012118860533685033	3.029426475473878
Inpp5d	1.449594716846577	5.096526790290798	7.823285506332672	2.8434115803921285e-05	0.0012135886172938693	2.9202058692288375
Upp1	2.1454830132879366	3.5390512988899334	7.817086212742571	2.8611854976847662e-05	0.001214783101853292	2.9658679030108797
Inava	4.22960086834339	-1.6210359503619522	7.816332044095754	2.8633560763514435e-05	0.001214783101853292	2.28608523131337
Gsr	1.8156666078547445	5.395359998068576	7.8124697846338345	2.874500455738848e-05	0.001215870789785656	2.9107706181987485
Piga	2.0986600360846337	1.8465550375043596	7.783793393012162	2.9587501274104223e-05	0.0012427705757361621	2.9888330675657393
Bcl2a1d	3.7033094925788994	1.1998554195619657	7.780498527247743	2.9686026494993377e-05	0.0012427705757361621	2.951462350373987
Pappa	1.7891448837923556	2.780429628030819	7.773146203944509	2.9907181815527965e-05	0.0012427705757361621	2.9620471479308286
Ccdc88b	2.124271238639886	2.243133665042738	7.757545367162853	3.0382465595417663e-05	0.0012452453812553123	2.964108899936731
Rdh11	1.8566148496049992	3.283561387096976	7.749961272350725	3.0616507735244886e-05	0.0012452453812553123	2.9113472380358907
Jak2	1.517121965218661	6.193422009323462	7.747703037268088	3.068657787260983e-05	0.0012452453812553123	2.8665651332886597
Sh2b2	2.554103626839835	1.6207860841339428	7.74541832441941	3.075764879600277e-05	0.0012452453812553123	2.944877189604152
C5ar1	2.173030425598194	4.953395873039135	7.726199591795719	3.136269337835679e-05	0.001266123547496626	2.8194216722490513
I830077J02Rik	2.405471067513464	1.5190458878249204	7.71868400640398	3.160284309477819e-05	0.0012715452191826467	2.914700407877473
Rac2	1.8831959037447672	3.940503403748562	7.711013122033244	3.185003854677933e-05	0.0012715452191826467	2.834807729160902
Bnc2	2.0735303754999244	2.34420568982185	7.710132773561408	3.187854342204675e-05	0.0012715452191826467	2.914864445412853
Naip2	2.458545281667173	3.7930058262136668	7.709098381205181	3.191207188635843e-05	0.0012715452191826467	2.840361288930204
Stxbp2	2.298979846298157	2.908592465086666	7.708063135834956	3.194566676281032e-05	0.0012715452191826467	2.88941204874725
Rhoh	2.42279183779958	1.8466021922852172	7.699540269921943	3.2223723460126434e-05	0.0012754473782960658	2.906935561221852
Gpr55	3.6858044040002067	-0.8075007954502619	7.695009173269475	3.237263035798533e-05	0.001277519330237116	2.4740767055974153
Eps8	1.4064364515604781	5.35813157521804	7.689606258512916	3.255117620236124e-05	0.001277519330237116	2.781456675093593
Slc10a3	1.3356404520890077	3.3741979071488277	7.688271109007737	3.259546420797927e-05	0.001277519330237116	2.842279337754391
Nip7	1.2853007357444817	4.761256786105607	7.674765392505712	3.304719729693027e-05	0.0012864801804876426	2.7680634767434746
Aim2	2.23488199352585	2.6966403128953305	7.639544298223923	3.425791542713374e-05	0.0013220481276764514	2.830143054165281
Cers6	1.7832658736281797	4.409712460562415	7.635244925888081	3.4409009140087953e-05	0.0013220481276764514	2.735649900339121
Ccn2	2.390784823662658	7.0419685057457295	7.634162000424522	3.444718181391726e-05	0.0013220481276764514	2.7902997475234343
Chst1	2.3869119053643275	1.3191290786322725	7.63042144726086	3.4579392704225335e-05	0.0013220481276764514	2.81912198079616
Gmip	1.5510194826270798	3.2756785435020617	7.623272941560955	3.483361043053359e-05	0.001326860913442637	2.780575585978368
Mdfi	2.981784678868073	-0.2543250607213158	7.606008865175449	3.5456060822905375e-05	0.0013296268138560466	2.5572212462832855
Cd300lf	3.423645215337067	3.078387122537044	7.604575331240439	3.550829263660394e-05	0.0013296268138560466	2.7730326444432354
Car13	3.733265349559201	2.4004662630101383	7.583316252660419	3.6292875041396354e-05	0.0013462566474779745	2.785153977949763
Nhp2	1.9995309662824012	4.390247563494946	7.571905916056178	3.6721812111152425e-05	0.0013541393583763322	2.668967261854048
Il6	6.185252081437221	3.0968569877459053	7.570050861553524	3.6792071487289195e-05	0.0013541393583763322	2.7359015947084746
Spred1	1.4835803759326334	6.1469269203019765	7.566477294131412	3.692783490284666e-05	0.0013556150792055368	2.6735122236802473
Il33	2.5365093057515824	4.420511708653809	7.5629093561627085	3.7063933015763594e-05	0.0013570954285100005	2.65833689731366
Csgalnact1	2.1875515689797616	3.8159024109907422	7.5548989536226765	3.737149701608299e-05	0.0013622483180049864	2.6768119634196026
Trmt10a	1.7642672935858266	2.5536090789949735	7.553050435464957	3.744286890074905e-05	0.0013622483180049864	2.748056918788002
